laptop_ID;Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram;Memory;Gpu;OpSys;Weight (Kg);Price_euros
153;Dell;Inspiron 5577;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.56;124926
154;Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1.0TB Hybrid;Nvidia GeForce GTX 1050;Windows 10;2.62;89900
155;Lenovo;V110-15IKB (i5-7200U/4GB/128GB/W10);Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1.9;49800
156;MSI;GE73VR 7RE;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.8;189000
157;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i5 7500U 2.7GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.48;108200
158;HP;15-BS103nv (i5-8250U/6GB/256GB/Radeon;Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;6;256GB SSD;AMD Radeon 520;Windows 10;1.91;61900
159;Lenovo;Yoga 520-14IKB;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.74;62900
160;Asus;ZenBook Flip;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.1;131500
161;Dell;Inspiron 5579;2 in 1 Convertible;156;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.56;104900
163;Toshiba;Satellite Pro;Notebook;156;1366x768;Intel Core i3 6006U 2.2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.1;44700
164;Asus;X555BP-XX180T (A9-9420/4GB/1TB/Radeon;Notebook;156;1366x768;AMD A9-Series 9420 3GHz;4;1TB HDD;AMD Radeon R5 M420;Windows 10;2.03;40300
165;Acer;Aspire A517-51G;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;256GB SSD;Nvidia GeForce MX150;Windows 10;3;80500
166;Dell;Inspiron 3576;Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;AMD Radeon 520;Windows 10;2.13;72800
167;Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5;107900
168;Acer;Aspire A315-31;Notebook;156;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;1TB HDD;Intel HD Graphics 500;Windows 10;2.1;34800
169;MSI;GE63VR 7RE;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.4;179900
170;Acer;Aspire 3;Notebook;156;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Intel HD Graphics 505;Windows 10;2.1;36351
171;Dell;Inspiron 5577;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.56;106049
172;Acer;Aspire A517-51G;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Nvidia GeForce MX150;Windows 10;3;85400
173;HP;ProBook 430;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;500GB HDD;Intel UHD Graphics 620;Windows 10;1.49;75400
174;Huawei;MateBook X;Ultrabook;13;IPS Panel Full HD 2160x1440;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.05;134900
175;HP;17-bs001nv (i5-7200U/6GB/2TB/Radeon;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6;2TB HDD;AMD Radeon 520;Windows 10;2.71;69900
176;Lenovo;IdeaPad 320-15AST;Notebook;156;1366x768;AMD A6-Series 9220 2.9GHz;4;500GB HDD;AMD Radeon R4 Graphics;No OS;2.2;30900
177;Toshiba;Satellite Pro;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2;48900
178;HP;ProBook 470;Notebook;173;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.5;92300
179;Dell;Inspiron 3567;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;45900
180;Acer;Aspire A315-51;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2.1;44900
181;MSI;GT80S 6QF-074US;Gaming;184;Full HD 1920x1080;Intel Core i7 6920HQ 2.9GHz;32;512GB SSD +  1TB HDD;Nvidia GTX 980 SLI;Windows 10;4.4;279900
182;Lenovo;V310-15IKB (i5-7200U/8GB/1TB;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB SSD +  1TB HDD;AMD R17M-M1-70;Windows 10;1.90;81300
183;HP;Spectre x360;2 in 1 Convertible;133;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.29;149900
184;Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;256GB SSD +  2TB HDD;AMD Radeon 530;Linux;2.02;104900
185;Dell;XPS 13;Ultrabook;133;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.23;139900
186;Lenovo;Yoga 920-13IKB;2 in 1 Convertible;139;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Intel UHD Graphics 620;Windows 10;1.4;184900
187;Toshiba;Satellite Pro;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;2.0;79300
188;Xiaomi;Mi Notebook;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Nvidia GeForce MX150;No OS;1.95;119900
189;Dell;Inspiron 7773;Notebook;173;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Nvidia GeForce 150MX;Windows 10;2.77;154900
190;Dell;XPS 15;Notebook;156;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.06;239700
191;Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;No OS;2.4;77900
192;Acer;Swift 7;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i5 7Y54 1.2GHz;8;256GB SSD;Intel HD Graphics 615;Windows 10;1.12;98900
193;Dell;Inspiron 5770;Notebook;173;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2.8;108500
194;Lenovo;Thinkpad Yoga;2 in 1 Convertible;14;Touchscreen 2560x1440;Intel Core i7 7500U 2.7GHz;16;1TB SSD;Intel HD Graphics 620;Windows 10;1.42;282400
195;Vero;K147 (N3350/4GB/32GB/FHD/W10);Notebook;14;IPS Panel Full HD 1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.3;26000
196;Xiaomi;Mi Notebook;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce MX150;No OS;1.3;99990
197;Lenovo;IdeaPad 320-17IKBR;Notebook;173;1600x900;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Nvidia GeForce MX150;No OS;2.8;69800
198;Dell;Inspiron 5379;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;1TB HDD;Intel UHD Graphics 620;Windows 10;1.62;83900
199;HP;ProBook 470;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.5;91400
200;Razer;Blade Pro;Gaming;173;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7820HK 2.9GHz;32;1TB SSD;Nvidia GeForce GTX 1080;Windows 10;3.49;609900
201;HP;ProBook 430;Notebook;133;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;512GB SSD;Intel UHD Graphics 620;Windows 10;1.49;95900
202;HP;Omen 17-W295;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3.35;137900
203;HP;Probook 470;Notebook;173;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Nvidia GeForce 930MX ;Windows 10;2.5;104500
204;Dell;Inspiron 7577;Gaming;156;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.65;184500
205;Lenovo;V110-15ISK (i5-6200U/4GB/128GB/W10);Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2.1;49300
206;Acer;Aspire E5-576G;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.23;74200
207;Lenovo;Legion Y720-15IKB;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2;174900
208;Dell;Precision 7520;Workstation;156;4K Ultra HD 3840x2160;Intel Xeon E3-1505M V6 3GHz;16;256GB SSD +  1TB HDD;Nvidia Quadro M1200;Windows 10;2.8;305500
209;Lenovo;Legion Y520-15IKBN;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1060;No OS;2.4;139800
210;Dell;Inspiron 3567;Notebook;156;Touchscreen 1366x768;Intel Core i3 7100U 2.4GHz;6;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;43900
211;Dell;XPS 13;Ultrabook;133;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.21;194900
212;Dell;XPS 13;Ultrabook;133;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.2;144900
213;Lenovo;IdeaPad 320-15IKBN;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.2;59700
215;Acer;Aspire 7;Notebook;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Linux;2.4;77900
216;Asus;ROG GL703VD-GC028T;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.9;140700
217;HP;15-bs018nq (i3-6006U/4GB/500GB/FHD/No;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;No OS;2.1;34900
218;Lenovo;IdeaPad 320-15IKBN;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;No OS;2.2;54900
219;Huawei;MateBook X;Ultrabook;13;IPS Panel Full HD 2160x1440;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.05;149900
220;Dell;Inspiron 5370;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;AMD Radeon 530;Windows 10;1.4;93188
221;Lenovo;IdeaPad 320-17IKB;Notebook;173;1600x900;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Nvidia GeForce GTX 940MX;No OS;2.8;58900
222;HP;Probook 440;Notebook;14;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.63;103100
223;Dell;Latitude 5490;Ultrabook;14;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.6;114900
224;Dell;Inspiron 5379;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Intel UHD Graphics 620;Windows 10;1.62;127900
225;Dell;Inspiron 3576;Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;AMD Radeon 520;Linux;2.2;67735
226;Lenovo;Yoga 520-14IKB;2 in 1 Convertible;14;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.74;89900
227;Toshiba;Portege Z30-C-16L;Ultrabook;133;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.2;136300
228;HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1TB HDD;Intel UHD Graphics 620;Windows 10;2.1;79400
229;Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.42;245634
230;Acer;Aspire E5-576G;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.2;83200
231;Dell;Inspiron 5567;Notebook;156;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;1TB HDD;AMD Radeon R7 M445;Windows 10;2.3;85901
232;Asus;Vivobook X541UV-DM1217T;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 920MX ;Windows 10;2;76900
233;Asus;K756UX-T4340T (i5-7200U/8GB/500GB;Notebook;173;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD +  500GB HDD;Nvidia GeForce GTX 950M;Windows 10;2.69;89100
234;HP;ZBook 15u;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;AMD FirePro W4190M ;Windows 10;1.9;126900
235;Asus;Pro P2540UA-XO0198T;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;2.37;39899
236;HP;15-rb013nv (E2-9000e/4GB/500GB/W10);Notebook;156;1366x768;AMD E-Series 9000e 1.5GHz;4;500GB HDD;AMD Radeon R2;Windows 10;2.1;33000
237;Lenovo;Legion Y720-15IKB;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2;149900
238;Dell;Vostro 5468;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.6;85900
239;Acer;Aspire R7;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.6;68900
240;Dell;Inspiron 5567;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;256GB SSD;AMD Radeon R7 M445;Linux;2.36;89900
241;Acer;Aspire A315-51;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;1TB HDD;Intel HD Graphics 520;Linux;2.1;39000
242;Asus;X555QG-DM242T (A10-9620P/4GB/1TB;Notebook;156;Full HD 1920x1080;AMD A10-Series A10-9620P 2.5GHz;4;128GB SSD +  1TB HDD;AMD Radeon R5 M430;Windows 10;2.2;57500
243;Asus;ROG G703VI-E5062T;Gaming;173;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;32;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1080;Windows 10;4.7;389000
244;Acer;Nitro AN515-51;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.5;84600
245;Lenovo;IdeaPad 320-15ISK;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;8;128GB SSD;Intel HD Graphics 520;Windows 10;2.2;58900
246;Asus;VivoBook Pro;Notebook;173;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce 150MX;Windows 10;2.1;114500
247;Asus;F756UX-T4201D (i7-7500U/8GB/128GB;Notebook;173;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 950M;No OS;2.69;88900
248;Dell;Inspiron 5577;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.56;87900
249;Lenovo;Yoga 910-13IKB;2 in 1 Convertible;139;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.38;107900
250;Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  2TB HDD;AMD Radeon 530;Windows 10;2.2;98500
251;HP;15-bs015dx (i5-7200U/8GB/1TB/W10);Notebook;156;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2.04;55900
252;Asus;Rog G701VIK-BA060T;Gaming;173;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;16;256GB SSD;Nvidia GeForce GTX 1080;Windows 10;3.6;299900
253;HP;ProBook 430;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;500GB HDD;Intel UHD Graphics 620;Windows 10;1.49;67500
254;Apple;MacBook Pro;Ultrabook;133;IPS Panel Retina Display 2560x1600;Intel Core i5 3.1GHz;8;512GB SSD;Intel Iris Plus Graphics 650;macOS;1.37;204000
255;Dell;Inspiron 5579;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;1TB HDD;Intel UHD Graphics 620;Windows 10;2.08;81900
256;Asus;ROG G752VSK-GC493T;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.3;179900
257;Asus;X505BP-BR019T (A9-9420/4GB/1TB/Radeon;Notebook;156;1366x768;AMD A9-Series 9420 3GHz;4;1TB HDD;AMD Radeon R5 M420;Windows 10;1.68;46900
258;Lenovo;Yoga 920-13IKB;2 in 1 Convertible;139;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD;Intel UHD Graphics 620;Windows 10;1.37;184900
259;Acer;Aspire 5;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4;256GB SSD;Nvidia GeForce MX130;Windows 10;3;70200
260;Dell;Vostro 5370;Ultrabook;133;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.41;94900
261;HP;15-BW094nd (A6-9220/8GB/128GB/W10);Notebook;156;1366x768;AMD A6-Series A6-9220 2.5GHz;8;128GB SSD;AMD Radeon R4 Graphics;Windows 10;1.91;44590
262;HP;Envy 17-U275cl;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;1TB HDD;Nvidia GeForce MX150;Windows 10;2.9;105900
263;MSI;GT73EVR 7RE;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.14;249900
264;Lenovo;Yoga 720-15IKB;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;512GB SSD;Nvidia GeForce GTX 1050M;Windows 10;2;169900
265;Dell;Inspiron 5770;Notebook;173;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2.8;114200
266;Lenovo;IdeaPad 320-15ISK;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;256GB SSD;Intel HD Graphics 520;No OS;2.2;44400
267;HP;ProBook 450;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.1;72200
268;Dell;Vostro 3568;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;2.18;65700
269;Dell;Inspiron 3567;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;AMD Radeon R5 M430;Windows 10;2.24;56500
270;Dell;Inspiron 5579;2 in 1 Convertible;156;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;2.67;79900
271;Asus;ZenBook Flip;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD +  512GB SSD;Intel UHD Graphics 620;Windows 10;1.1;149900
272;Lenovo;IdeaPad 320-15IKBN;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 620;No OS;2.2;46700
273;HP;Probook 470;Notebook;173;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;1TB HDD;Nvidia GeForce 930MX ;Windows 10;2.5;101800
274;Lenovo;V330-15IKB (i7-8550U/8GB/256GB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;2.05;88000
275;Apple;MacBook Pro;Ultrabook;133;IPS Panel Retina Display 2560x1600;Intel Core i5 2.9GHz;8;512GB SSD;Intel Iris Graphics 550;macOS;1.37;195890
276;Asus;Rog Strix;Gaming;173;Full HD 1920x1080;AMD Ryzen 1700 3GHz;16;256GB SSD +  1TB HDD;AMD Radeon RX 580;Windows 10;3.2;154900
277;Dell;Inspiron 3576;Notebook;156;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;AMD Radeon 520;Linux;2.14;73507
278;Lenovo;ThinkPad X1;2 in 1 Convertible;14;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;16;512GB SSD;Intel HD Graphics 520;Windows 10;1.36;249900
279;Toshiba;Satellite Pro;Notebook;156;1366x768;Intel Core i7 6500U 2.5GHz;8;500GB HDD;Nvidia GeForce 930M;Windows 10;2.2;81200
280;Dell;Inspiron 5567;Notebook;156;1366x768;Intel Core i7 7500U 2.7GHz;12;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;71307
281;Dell;Inspiron 5770;Notebook;173;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Linux;2.8;109900
282;Acer;Aspire A515-51G;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;1TB HDD;Nvidia GeForce MX130;Windows 10;2.2;74500
283;Lenovo;IdeaPad 320-17ISK;Notebook;173;1600x900;Intel Core i3 6006U 2GHz;4;1TB HDD;Intel HD Graphics 520;Windows 10;2.8;48900
284;Lenovo;IdeaPad 320-17IKBR;Notebook;173;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;2TB HDD;Nvidia GeForce MX150;No OS;2.8;84900
285;Lenovo;IdeaPad 320-17IKB;Notebook;173;1600x900;Intel Core i7 7500U 2.7GHz;6;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2.8;85900
286;Dell;Inspiron 3567;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2.0GHz;4;1TB HDD;AMD Radeon R5 M430;Linux;2.25;42800
287;Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.5;82900
288;Lenovo;Ideapad 320-15IKBN;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6;256GB SSD;Intel HD Graphics 620;Windows 10;2.2;57900
289;Acer;Aspire A517-51G;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Nvidia GeForce MX150;Windows 10;3;95100
290;Acer;SP315-51 (i7-7500U/12GB/1TB/FHD/W10);Notebook;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12;1TB HDD;Intel HD Graphics 620;Windows 10;2.15;65900
291;Lenovo;Thinkpad T570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 630;Windows 10;1.95;109700
292;Asus;VivoBook S15;Ultrabook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.7;97700
293;Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5;117900
294;Lenovo;IdeaPad 320-15IKB;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 940MX;No OS;2.2;65901
295;Acer;Chromebook C910-C2ST;Notebook;156;1366x768;Intel Celeron Dual Core 3205U 1.5GHz;2;16GB SSD;Intel HD Graphics;Chrome OS;2.19;19900
296;Asus;FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3;118700
297;HP;17-BS037cl (i3-6006U/8GB/1TB/W10);Notebook;173;1600x900;Intel Core i3 6006U 2GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;2.54;48900
298;Dell;XPS 15;Notebook;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2;182900
299;Lenovo;V330-15IKB (i5-8250U/8GB/256GB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;2.05;73900
300;Lenovo;Legion Y720-15IKB;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2;129900
