Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram(GB);Memory;Gpu;OpSys;Weight (Kg);Price_euros
MSI;GE73VR 7RE;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.8;189000
HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i5 7500U 2.7GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.48;108200
HP;15-BS103nv (i5-8250U/6GB/256GB/Radeon;Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;6;256GB SSD;AMD Radeon 520;Windows 10;1.91;61900
Lenovo;Yoga 520-14IKB;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1.74;62900
Asus;ZenBook Flip;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.1;131500
Dell;Inspiron 5579;2 in 1 Convertible;156;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.56;104900
Toshiba;Satellite Pro;Notebook;156;1366x768;Intel Core i3 6006U 2.2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2.1;44700
Asus;X555BP-XX180T (A9-9420/4GB/1TB/Radeon;Notebook;156;1366x768;AMD A9-Series 9420 3GHz;4;1TB HDD;AMD Radeon R5 M420;Windows 10;2.03;40300
Acer;Aspire A517-51G;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;256GB SSD;Nvidia GeForce MX150;Windows 10;3;80500
Dell;Inspiron 3576;Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;AMD Radeon 520;Windows 10;2.13;72800
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5;107900
Acer;Aspire A315-31;Notebook;156;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;1TB HDD;Intel HD Graphics 500;Windows 10;2.1;34800
MSI;GE63VR 7RE;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.4;179900
Acer;Aspire 3;Notebook;156;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Intel HD Graphics 505;Windows 10;2.1;36351
Dell;Inspiron 5577;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.56;106049
Acer;Aspire A517-51G;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Nvidia GeForce MX150;Windows 10;3;85400
HP;ProBook 430;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;500GB HDD;Intel UHD Graphics 620;Windows 10;1.49;75400
Huawei;MateBook X;Ultrabook;13;IPS Panel Full HD 2160x1440;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.05;134900
HP;17-bs001nv (i5-7200U/6GB/2TB/Radeon;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6;2TB HDD;AMD Radeon 520;Windows 10;2.71;69900
Lenovo;IdeaPad 320-15AST;Notebook;156;1366x768;AMD A6-Series 9220 2.9GHz;4;500GB HDD;AMD Radeon R4 Graphics;No OS;2.2;30900
Toshiba;Satellite Pro;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2;48900
HP;ProBook 470;Notebook;173;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.5;92300
Dell;Inspiron 3567;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;45900
Acer;Aspire A315-51;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2.1;44900
MSI;GT80S 6QF-074US;Gaming;184;Full HD 1920x1080;Intel Core i7 6920HQ 2.9GHz;32;512GB SSD +  1TB HDD;Nvidia GTX 980 SLI;Windows 10;4.4;279900
Lenovo;V310-15IKB (i5-7200U/8GB/1TB;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB SSD +  1TB HDD;AMD R17M-M1-70;Windows 10;1.90;81300
HP;Spectre x360;2 in 1 Convertible;133;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.29;149900
Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;256GB SSD +  2TB HDD;AMD Radeon 530;Linux;2.02;104900
Dell;XPS 13;Ultrabook;133;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.23;139900
Lenovo;Yoga 920-13IKB;2 in 1 Convertible;139;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Intel UHD Graphics 620;Windows 10;1.4;184900
Toshiba;Satellite Pro;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;2.0;79300
Xiaomi;Mi Notebook;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Nvidia GeForce MX150;No OS;1.95;119900
Dell;Inspiron 7773;Notebook;173;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Nvidia GeForce 150MX;Windows 10;2.77;154900
Dell;XPS 15;Notebook;156;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.06;239700
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;No OS;2.4;77900
Acer;Swift 7;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i5 7Y54 1.2GHz;8;256GB SSD;Intel HD Graphics 615;Windows 10;1.12;98900
Dell;Inspiron 5770;Notebook;173;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2.8;108500
Lenovo;Thinkpad Yoga;2 in 1 Convertible;14;Touchscreen 2560x1440;Intel Core i7 7500U 2.7GHz;16;1TB SSD;Intel HD Graphics 620;Windows 10;1.42;282400
Vero;K147 (N3350/4GB/32GB/FHD/W10);Notebook;14;IPS Panel Full HD 1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.3;26000
Xiaomi;Mi Notebook;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce MX150;No OS;1.3;99990
Lenovo;IdeaPad 320-17IKBR;Notebook;173;1600x900;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Nvidia GeForce MX150;No OS;2.8;69800
Dell;Inspiron 5379;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;1TB HDD;Intel UHD Graphics 620;Windows 10;1.62;83900
HP;ProBook 470;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.5;91400
Razer;Blade Pro;Gaming;173;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7820HK 2.9GHz;32;1TB SSD;Nvidia GeForce GTX 1080;Windows 10;3.49;609900
HP;ProBook 430;Notebook;133;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;512GB SSD;Intel UHD Graphics 620;Windows 10;1.49;95900
HP;Omen 17-W295;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3.35;137900
HP;Probook 470;Notebook;173;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Nvidia GeForce 930MX ;Windows 10;2.5;104500
Dell;Inspiron 7577;Gaming;156;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.65;184500
Lenovo;V110-15ISK (i5-6200U/4GB/128GB/W10);Notebook;156;1366x768;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2.1;49300
Acer;Aspire E5-576G;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.23;74200
Lenovo;Legion Y720-15IKB;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2;174900
Dell;Precision 7520;Workstation;156;4K Ultra HD 3840x2160;Intel Xeon E3-1505M V6 3GHz;16;256GB SSD +  1TB HDD;Nvidia Quadro M1200;Windows 10;2.8;305500
Lenovo;Legion Y520-15IKBN;Gaming;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1060;No OS;2.4;139800
Dell;Inspiron 3567;Notebook;156;Touchscreen 1366x768;Intel Core i3 7100U 2.4GHz;6;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;43900
Dell;XPS 13;Ultrabook;133;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.21;194900
Dell;XPS 13;Ultrabook;133;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.2;144900
Lenovo;IdeaPad 320-15IKBN;Notebook;156;1366x768;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2.2;59700
Acer;Aspire 7;Notebook;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Linux;2.4;77900
Asus;ROG GL703VD-GC028T;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.9;140700
HP;15-bs018nq (i3-6006U/4GB/500GB/FHD/No;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;No OS;2.1;34900
Lenovo;IdeaPad 320-15IKBN;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;No OS;2.2;54900
Huawei;MateBook X;Ultrabook;13;IPS Panel Full HD 2160x1440;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1.05;149900
Dell;Inspiron 5370;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;AMD Radeon 530;Windows 10;1.4;93188
Lenovo;IdeaPad 320-17IKB;Notebook;173;1600x900;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Nvidia GeForce GTX 940MX;No OS;2.8;58900
HP;Probook 440;Notebook;14;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.63;103100
Dell;Latitude 5490;Ultrabook;14;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.6;114900
Dell;Inspiron 5379;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Intel UHD Graphics 620;Windows 10;1.62;127900
Dell;Inspiron 3576;Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;AMD Radeon 520;Linux;2.2;67735
Lenovo;Yoga 520-14IKB;2 in 1 Convertible;14;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.74;89900
Toshiba;Portege Z30-C-16L;Ultrabook;133;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.2;136300
HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1TB HDD;Intel UHD Graphics 620;Windows 10;2.1;79400
Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.42;245634
Acer;Aspire E5-576G;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.2;83200
Dell;Inspiron 5567;Notebook;156;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;1TB HDD;AMD Radeon R7 M445;Windows 10;2.3;85901
Asus;Vivobook X541UV-DM1217T;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 920MX ;Windows 10;2;76900
Asus;K756UX-T4340T (i5-7200U/8GB/500GB;Notebook;173;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD +  500GB HDD;Nvidia GeForce GTX 950M;Windows 10;2.69;89100
HP;ZBook 15u;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;AMD FirePro W4190M ;Windows 10;1.9;126900
Asus;Pro P2540UA-XO0198T;Notebook;156;1366x768;Intel Core i3 7100U 2.4GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;2.37;39899
HP;15-rb013nv (E2-9000e/4GB/500GB/W10);Notebook;156;1366x768;AMD E-Series 9000e 1.5GHz;4;500GB HDD;AMD Radeon R2;Windows 10;2.1;33000
Lenovo;Legion Y720-15IKB;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2;149900
Dell;Vostro 5468;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.6;85900
Acer;Aspire R7;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1.6;68900
Dell;Inspiron 5567;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;256GB SSD;AMD Radeon R7 M445;Linux;2.36;89900
Acer;Aspire A315-51;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;4;1TB HDD;Intel HD Graphics 520;Linux;2.1;39000
Asus;X555QG-DM242T (A10-9620P/4GB/1TB;Notebook;156;Full HD 1920x1080;AMD A10-Series A10-9620P 2.5GHz;4;128GB SSD +  1TB HDD;AMD Radeon R5 M430;Windows 10;2.2;57500
Asus;ROG G703VI-E5062T;Gaming;173;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;32;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1080;Windows 10;4.7;389000
Acer;Nitro AN515-51;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.5;84600
Lenovo;IdeaPad 320-15ISK;Notebook;156;1366x768;Intel Core i3 6006U 2GHz;8;128GB SSD;Intel HD Graphics 520;Windows 10;2.2;58900
Asus;VivoBook Pro;Notebook;173;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce 150MX;Windows 10;2.1;114500
Asus;F756UX-T4201D (i7-7500U/8GB/128GB;Notebook;173;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 950M;No OS;2.69;88900
Dell;Inspiron 5577;Gaming;156;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.56;87900
Lenovo;Yoga 910-13IKB;2 in 1 Convertible;139;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1.38;107900
Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  2TB HDD;AMD Radeon 530;Windows 10;2.2;98500
HP;15-bs015dx (i5-7200U/8GB/1TB/W10);Notebook;156;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2.04;55900
Asus;Rog G701VIK-BA060T;Gaming;173;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;16;256GB SSD;Nvidia GeForce GTX 1080;Windows 10;3.6;299900
HP;ProBook 430;Notebook;133;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;500GB HDD;Intel UHD Graphics 620;Windows 10;1.49;67500
Apple;MacBook Pro;Ultrabook;133;IPS Panel Retina Display 2560x1600;Intel Core i5 3.1GHz;8;512GB SSD;Intel Iris Plus Graphics 650;macOS;1.37;204000
Dell;Inspiron 5579;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;1TB HDD;Intel UHD Graphics 620;Windows 10;2.08;81900
Asus;ROG G752VSK-GC493T;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.3;179900
Asus;X505BP-BR019T (A9-9420/4GB/1TB/Radeon;Notebook;156;1366x768;AMD A9-Series 9420 3GHz;4;1TB HDD;AMD Radeon R5 M420;Windows 10;1.68;46900
Lenovo;Yoga 920-13IKB;2 in 1 Convertible;139;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD;Intel UHD Graphics 620;Windows 10;1.37;184900
Acer;Aspire 5;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4;256GB SSD;Nvidia GeForce MX130;Windows 10;3;70200
Dell;Vostro 5370;Ultrabook;133;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1.41;94900
HP;15-BW094nd (A6-9220/8GB/128GB/W10);Notebook;156;1366x768;AMD A6-Series A6-9220 2.5GHz;8;128GB SSD;AMD Radeon R4 Graphics;Windows 10;1.91;44590
HP;Envy 17-U275cl;Notebook;173;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;1TB HDD;Nvidia GeForce MX150;Windows 10;2.9;105900
MSI;GT73EVR 7RE;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.14;249900
Lenovo;Yoga 720-15IKB;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;512GB SSD;Nvidia GeForce GTX 1050M;Windows 10;2;169900
Dell;Inspiron 5770;Notebook;173;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2.8;114200
Lenovo;IdeaPad 320-15ISK;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;256GB SSD;Intel HD Graphics 520;No OS;2.2;44400
HP;ProBook 450;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2.1;72200
Dell;Vostro 3568;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;2.18;65700
Dell;Inspiron 3567;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;AMD Radeon R5 M430;Windows 10;2.24;56500
Dell;Inspiron 5579;2 in 1 Convertible;156;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;2.67;79900
Asus;ZenBook Flip;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;512GB SSD +  512GB SSD;Intel UHD Graphics 620;Windows 10;1.1;149900
Lenovo;IdeaPad 320-15IKBN;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 620;No OS;2.2;46700
HP;Probook 470;Notebook;173;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;1TB HDD;Nvidia GeForce 930MX ;Windows 10;2.5;101800
Lenovo;V330-15IKB (i7-8550U/8GB/256GB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;2.05;88000
Apple;MacBook Pro;Ultrabook;133;IPS Panel Retina Display 2560x1600;Intel Core i5 2.9GHz;8;512GB SSD;Intel Iris Graphics 550;macOS;1.37;195890
Asus;Rog Strix;Gaming;173;Full HD 1920x1080;AMD Ryzen 1700 3GHz;16;256GB SSD +  1TB HDD;AMD Radeon RX 580;Windows 10;3.2;154900
Dell;Inspiron 3576;Notebook;156;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;AMD Radeon 520;Linux;2.14;73507
Lenovo;ThinkPad X1;2 in 1 Convertible;14;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;16;512GB SSD;Intel HD Graphics 520;Windows 10;1.36;249900
Toshiba;Satellite Pro;Notebook;156;1366x768;Intel Core i7 6500U 2.5GHz;8;500GB HDD;Nvidia GeForce 930M;Windows 10;2.2;81200
Dell;Inspiron 5567;Notebook;156;1366x768;Intel Core i7 7500U 2.7GHz;12;1TB HDD;Intel HD Graphics 620;Windows 10;2.3;71307
Dell;Inspiron 5770;Notebook;173;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Linux;2.8;109900
Acer;Aspire A515-51G;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;1TB HDD;Nvidia GeForce MX130;Windows 10;2.2;74500
Lenovo;IdeaPad 320-17ISK;Notebook;173;1600x900;Intel Core i3 6006U 2GHz;4;1TB HDD;Intel HD Graphics 520;Windows 10;2.8;48900
Lenovo;IdeaPad 320-17IKBR;Notebook;173;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;2TB HDD;Nvidia GeForce MX150;No OS;2.8;84900
Lenovo;IdeaPad 320-17IKB;Notebook;173;1600x900;Intel Core i7 7500U 2.7GHz;6;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2.8;85900
Dell;Inspiron 3567;Notebook;156;Full HD 1920x1080;Intel Core i3 6006U 2.0GHz;4;1TB HDD;AMD Radeon R5 M430;Linux;2.25;42800
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.5;82900
Lenovo;Ideapad 320-15IKBN;Notebook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6;256GB SSD;Intel HD Graphics 620;Windows 10;2.2;57900
Acer;Aspire A517-51G;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Nvidia GeForce MX150;Windows 10;3;95100
Acer;SP315-51 (i7-7500U/12GB/1TB/FHD/W10);Notebook;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12;1TB HDD;Intel HD Graphics 620;Windows 10;2.15;65900
Lenovo;Thinkpad T570;Notebook;156;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 630;Windows 10;1.95;109700
Asus;VivoBook S15;Ultrabook;156;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.7;97700
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5;117900
Lenovo;IdeaPad 320-15IKB;Notebook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 940MX;No OS;2.2;65901
Acer;Chromebook C910-C2ST;Notebook;156;1366x768;Intel Celeron Dual Core 3205U 1.5GHz;2;16GB SSD;Intel HD Graphics;Chrome OS;2.19;19900
Asus;FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3;118700
HP;17-BS037cl (i3-6006U/8GB/1TB/W10);Notebook;173;1600x900;Intel Core i3 6006U 2GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;2.54;48900
Dell;XPS 15;Notebook;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2;182900
Lenovo;V330-15IKB (i5-8250U/8GB/256GB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;2.05;73900
Lenovo;Legion Y720-15IKB;Gaming;156;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2;129900
Acer;Aspire A715-71G;Notebook;156;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia GeForce GTX 1050 Ti;Linux;2.5;97900
Dell;Precision 7720;Workstation;173;Full HD 1920x1080;Intel Core i7 7820HQ 2.9GHz;16;256GB SSD;Nvidia Quadro M1200;Windows 10;3.42;288486
Lenovo;IdeaPad 310-15ABR;Notebook;156;Full HD 1920x1080;AMD A10-Series 9600P 2.4GHz;6;1TB HDD;AMD Radeon R5 430;Windows 10;2.4;49900
Asus;ZenBook UX530UQ-PRO;Ultrabook;156;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Nvidia GeForce 940MX;Windows 10;1.63;146800
Asus;VivoBook S14;Notebook;14;1366x768;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1.3;50900
Asus;Rog GL702VS-GC095T;Gaming;173;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.9;212200
